Position_Id,Instrument_Type,Instrument_Name,Asset_Class,Currency,Notional,Market_Value,Delta,Volatility,Gamma,Vega,Theta,Rho
AAPL Call Option-142,Equity Option,AAPL Call Option,Equity,USD,23944479,-2712634.118,-0.017380314,0.5983054500389366,0.03030145,-4.525363292,-0.125089306,-0.037970134
TSLA-143,Equity,TSLA,Equity,USD,25386997,8772006.315894548,-0.013128612,0.19829629537954285,-0.000180737,-0.058619658,-0.029426635,0.002788898
WTI Crude Oil-134,Commodity Future,WTI Crude Oil,Commodity,USD,39098987,3256061.727514716,-0.14805794,0.12757924082084215,-0.000314177,-0.090450522,-0.008183385,-0.000314014
US 10Y Treasury-128,Bond,US 10Y Treasury,Rates,USD,34816928,6886670.983986754,0.535977821,0.43471970602844695,0.000466895,-0.014710086,-0.007010238,-0.629012049
USD/JPY-143,FX Forward,USD/JPY,FX,USD,29107653,5317046.080740187,0.8779793774593907,0.501925186,-0.000501511,-0.010059256,0.007588225,0.007596928
USD/JPY-144,FX Forward,USD/JPY,FX,USD,37805970,-2417213.685,-0.605292542,0.085242621,-8.00E-06,0.098456792,-0.006649061,-0.015302722
US 10Y Treasury-129,Bond,US 10Y Treasury,Rates,USD,41430450,-425955.983,0.043083845162358685,0.10796631910838286,-0.000156324,-0.001294022,-0.000144422,0.46431151764873296
Bund 10Y-135,Bond,Bund 10Y,Rates,EUR,35759471,-6277356.913,-0.773613417,0.099595603,-0.000256545,0.012748869282358615,-0.00358394,0.15801365252333646
AAPL-162,Equity,AAPL,Equity,USD,36774242,-4159717.991,1.879134226,0.075827617,7.813839742797654e-05,-0.161247542,-0.022024453,-0.005252151
Gold-127,Commodity Future,Gold,Commodity,USD,30533622,5562513.225730434,-0.831257993,0.412701063,0.002222134,-0.293583469,0.021968086,0.029012761
TSLA-144,Equity,TSLA,Equity,USD,34476361,7879567.837662164,-0.866408363,0.3735722543566502,-0.000571216,-0.220144548,0.004231885,0.011899232395441552
EUR/USD-119,FX Forward,EUR/USD,FX,USD,6747162,4489208.465028236,-0.833554274,0.4145436611079631,-0.001018147,-0.127603938,-0.009333586,0.054776952
AAPL Call Option-143,Equity Option,AAPL Call Option,Equity,USD,21787889,-696526.0669,0.1306461381678903,0.32811693980079953,0.021404320493571095,0.908544642,-0.098631158,-0.039205594
AAPL-163,Equity,AAPL,Equity,USD,3872217,-8269814.621,0.7755130194711017,0.49962922697306983,-0.002466306,0.20287314091260292,-0.001654597,-0.00624611
EUR/USD Call Option-114,FX Option,EUR/USD Call Option,FX,USD,48854833,-8861041.026,-0.26401284,0.3506675663742165,-0.036698122,1.1939261804410204,-0.281127895,-0.066302292
AAPL Call Option-144,Equity Option,AAPL Call Option,Equity,USD,35682274,-2513488.708,0.041723790180188035,0.5553108141397937,-0.014484412,0.654582309,0.020571989,0.007895148
TSLA-145,Equity,TSLA,Equity,USD,22089497,-723565.6246,-0.313590075,0.3171066928771963,0.000453641,-0.152479509,-0.001398957,-0.020117165
MSFT-119,Equity,MSFT,Equity,USD,34388891,2182412.4442659374,1.3181796249949904,0.48486226366637925,-0.002046278,-0.421831609,-0.026668007,-0.010552028
MSFT-120,Equity,MSFT,Equity,USD,7818742,-9870209.572,0.25704073004003963,0.2740481945259987,-3.88E-05,0.32574901042078463,-0.000309021,-0.010519925
AAPL-164,Equity,AAPL,Equity,USD,27653666,9794457.809326127,-1.669981274,0.28937314212704357,-1.96E-05,0.3222720662300584,-0.019106088,0.007926167
WTI Crude Oil-135,Commodity Future,WTI Crude Oil,Commodity,USD,32595926,-2721222.332,1.506801661445554,0.5169456248808542,4.649935465002512e-05,-0.495950937,-0.01626372,-0.00058104
TSLA-146,Equity,TSLA,Equity,USD,2406648,6961893.276022427,0.3660766736289574,0.10921290944671483,0.000797001,0.5729694275282327,-0.013696174,0.004098097
TSLA-147,Equity,TSLA,Equity,USD,45660154,699334.1133,1.960219740361039,0.3607047652407644,0.00028593,-0.229352355,-0.006213483,0.010287805052317084
US 10Y Treasury-130,Bond,US 10Y Treasury,Rates,USD,25574534,-7391210.909,-0.349484146,0.449485057,0.000238111,0.058876595,0.002221247,0.006982896
WTI Crude Oil-136,Commodity Future,WTI Crude Oil,Commodity,USD,37558301,5951311.050690437,-0.465097186,0.4627313384793794,0.001798879,-0.286621766,0.013759847,0.015665533299802095
Gold-128,Commodity Future,Gold,Commodity,USD,12764903,4196541.498397522,-0.143565044,0.37532143994348643,-0.000381134,0.10934817500299136,-0.011363345,0.012223789
Gold-129,Commodity Future,Gold,Commodity,USD,16118797,548721.6985845603,-1.375534899,0.2964354662877326,0.000758531,0.038777049,-0.015999762,0.000601947
EUR/USD-120,FX Forward,EUR/USD,FX,USD,36852292,291061.8266756013,-0.405383152,0.19343034412671672,-0.000230318,0.13259471397892622,-0.004286401,-0.047662525
USD/JPY-145,FX Forward,USD/JPY,FX,USD,10840829,-8250407.885,1.5495096410927194,0.5501844294447672,4.8316927704336924e-05,0.048011409277089946,-0.006239655,-0.001296866
MSFT-121,Equity,MSFT,Equity,USD,33610772,3116978.9714774825,0.7356809750104265,0.25338337113672893,-0.000114497,-0.222913289,0.02425402,6.805020863485364e-05
EUR/USD Call Option-115,FX Option,EUR/USD Call Option,FX,USD,2880596,8224903.115085997,-1.900632643,0.4894456486933401,0.023732042,3.0331945987966713,0.090844848,0.007595821
Gold-130,Commodity Future,Gold,Commodity,USD,4140015,-8135101.616,1.3236145105036279,0.067416087,0.000176135,-0.282150019,-0.04366023,-0.023325781
WTI Crude Oil-137,Commodity Future,WTI Crude Oil,Commodity,USD,4970807,-4729770.987,0.39487812733253574,0.17769306807763502,-0.000371111,-0.094890677,-0.016077179,-0.022095016
TSLA-148,Equity,TSLA,Equity,USD,20954627,8046159.468841977,0.8562632230286116,0.24007163608626741,-0.001182113,-0.508182688,-0.013627321,-0.011760457
EUR/USD Call Option-116,FX Option,EUR/USD Call Option,FX,USD,49310726,-4313121.804,0.061560233,0.41936573482061223,-0.023513557,1.676976209,0.087254859,-0.031261339
Gold-131,Commodity Future,Gold,Commodity,USD,7057038,3078873.4435985275,0.22665481925044895,0.22563194393904001,-0.000651291,0.031271128,-0.012203577,-0.012123514
TSLA-149,Equity,TSLA,Equity,USD,43020509,696363.2988628838,0.093116704,0.07275009,-0.000238693,-0.086719328,0.00762062,0.00029487
Gold-132,Commodity Future,Gold,Commodity,USD,22633373,1926552.1000772417,0.087771358,0.14562713382970882,-3.06E-05,0.29830307076234086,0.013509248,0.005387062
MSFT-122,Equity,MSFT,Equity,USD,43350629,-1684221.968,-1.001593483,0.1925409438031293,-0.000817807,0.19133257593157355,0.00331588,-0.008929589
AAPL Call Option-145,Equity Option,AAPL Call Option,Equity,USD,29262052,-4000170.589,0.8639023450122129,0.14682611396470047,0.013153923668352956,-0.458808931,-0.088968732,-0.004047195
Gold-133,Commodity Future,Gold,Commodity,USD,26731565,-9029330.985,0.25372250773920557,0.16204850807762333,0.000587329,-0.016773315,-0.012937149,-0.024858599
WTI Crude Oil-138,Commodity Future,WTI Crude Oil,Commodity,USD,7456148,4885618.785883283,0.4224166113040462,0.47292631737034485,0.002906135,0.049266844986069265,0.009978341,0.020768746884663968
Gold-134,Commodity Future,Gold,Commodity,USD,42749452,4921869.2438845355,0.38286752916689626,0.2766185041727531,0.000402031,-0.019344357,-0.016765284,0.024692257
USD/JPY-146,FX Forward,USD/JPY,FX,USD,16404297,3414514.801574465,-0.322368314,0.27284858456735883,0.000375096,0.15631678788890208,-0.006740741,0.020179988
EUR/USD Call Option-117,FX Option,EUR/USD Call Option,FX,USD,19678545,2872675.762392411,-0.018342494,0.5816334851627174,-0.005576814,1.1376139783282941,0.013833762712983186,-0.130388537
EUR/USD Call Option-118,FX Option,EUR/USD Call Option,FX,USD,33495388,-5125657.357,-1.042203161,0.2956860108693101,0.017562267,0.328513687,-0.108933712,-0.124626617
MSFT-123,Equity,MSFT,Equity,USD,40179870,-9553101.325,0.2990961392155312,0.5602119728928172,0.001603685,0.24151788315025505,0.000730625,0.00474599
WTI Crude Oil-139,Commodity Future,WTI Crude Oil,Commodity,USD,14470051,6174307.937708793,0.3146112714040722,0.21448470401917413,-4.05E-05,-0.075998521,-0.005870385,-0.030277863
US 10Y Treasury-131,Bond,US 10Y Treasury,Rates,USD,14985447,-177229.2861,-0.122897113,0.2703444429472952,0.000114477,0.034574516,-0.004213724,0.32956559952860665
WTI Crude Oil-140,Commodity Future,WTI Crude Oil,Commodity,USD,8677482,-3863237.386,-1.683403923,0.26795584583710413,0.001507383,0.31421296059657794,-0.010277756,0.013680170173092516
EUR/USD Call Option-119,FX Option,EUR/USD Call Option,FX,USD,31080624,-7961361.864,1.0995135863319845,0.35034335777305436,0.028868569263720247,0.8940801739249238,-0.219071383,0.11125956690956584
USD/JPY-147,FX Forward,USD/JPY,FX,USD,40877585,-8745568.182,-0.16390824,0.37133600996967364,4.799914027969018e-05,-0.048130417,0.007310845,0.015187312953876382
AAPL Call Option-146,Equity Option,AAPL Call Option,Equity,USD,16514776,-3022665.564,0.013357451696186955,0.18646876597324785,-0.017489367,0.1298307855486743,-0.233774741,0.035268616
MSFT-124,Equity,MSFT,Equity,USD,39088394,6094741.2953388095,-0.275345069,0.4864713377294152,-0.006794059,-0.18725637,-0.002490025,0.009367975
US 10Y Treasury-132,Bond,US 10Y Treasury,Rates,USD,31771087,8374474.986676611,-0.336236214,0.32308927507223584,-8.45E-06,0.053108393,-0.005236812,-0.089863619
USD/JPY-148,FX Forward,USD/JPY,FX,USD,32802379,7935027.292261295,-0.443070967,0.053873954,-3.34E-06,0.1402754115282425,0.002631844,0.025909089
USD/JPY-149,FX Forward,USD/JPY,FX,USD,34128250,8400016.694993097,-1.292875536,0.37523734832417405,-1.50E-05,-0.056575695,-0.000547653,0.034009812
AAPL-165,Equity,AAPL,Equity,USD,47566959,8154506.862586856,-0.548251476,0.488932693,0.001010343,0.13388833038746722,-0.027443507,-0.003104156
MSFT-125,Equity,MSFT,Equity,USD,20760640,544495.0320079159,2.1011689828676197,0.1877567057985018,0.000521722,-0.136554437,0.001390877,-0.0110236
WTI Crude Oil-141,Commodity Future,WTI Crude Oil,Commodity,USD,12925630,-5611687.229,1.219547984492216,0.070829055,-0.00015852,0.032069131,0.028830984,0.018573794180348015
TSLA-150,Equity,TSLA,Equity,USD,6866699,5960931.656736407,2.040795641229003,0.4939482606078974,-0.001363428,-0.188471557,0.003332618,-0.014995955
AAPL Call Option-147,Equity Option,AAPL Call Option,Equity,USD,18602049,-5725740.503,-0.467096152,0.5869521937843949,0.047298351,3.1568912339530204,-0.264027683,-0.006350016
TSLA-151,Equity,TSLA,Equity,USD,25853195,-4655854.465,-1.855616198,0.092109988,0.001033161,-0.155765498,0.013161424036737033,-0.00294591
WTI Crude Oil-142,Commodity Future,WTI Crude Oil,Commodity,USD,8293421,-5334913.564,-1.327707859,0.5659202440291466,0.000387057,0.39677794765360336,-0.027825408,-0.001178249
WTI Crude Oil-143,Commodity Future,WTI Crude Oil,Commodity,USD,39519151,299648.07391611673,-2.602024513,0.24760092658683408,0.000169773,-0.096036719,-0.019515956,-0.017291939
MSFT-126,Equity,MSFT,Equity,USD,10402122,-3563449.837,1.1227485019087866,0.5677917847234482,0.002637017,0.23508172829972468,-0.028635211,0.012054539193744074
WTI Crude Oil-144,Commodity Future,WTI Crude Oil,Commodity,USD,25928467,-6916879.007,1.2652662145247684,0.4068616282013457,0.000547532,0.003216816,-0.026312074,0.008163132
EUR/USD Call Option-120,FX Option,EUR/USD Call Option,FX,USD,37418472,-936531.7621,0.11622085658167808,0.5396343718466272,0.004457908,-1.022707476,-0.365917493,0.055378926
AAPL-166,Equity,AAPL,Equity,USD,22988009,7478144.775703341,0.4150546737583023,0.4822081637782773,0.000226924,-0.243208894,-0.021491832,0.000833859
US 10Y Treasury-133,Bond,US 10Y Treasury,Rates,USD,6653855,1411057.0989994444,0.2438083584855487,0.065398759,0.000101325,0.009481125,-0.001312164,0.12064260072784186
WTI Crude Oil-145,Commodity Future,WTI Crude Oil,Commodity,USD,42250667,7566712.118,-0.078082905,0.085993376,-0.000151446,0.13494675242594548,0.028879236,-0.015863216
TSLA-152,Equity,TSLA,Equity,USD,22659871,-6082556.298,0.7682763904603394,0.33915953281519917,0.001081222,0.19970522679953906,-0.005433927,-0.000217039
WTI Crude Oil-146,Commodity Future,WTI Crude Oil,Commodity,USD,20523493,-6660522.527,-0.978346703,0.12129046091470194,-0.000370389,0.12486202223393485,-0.005187079,0.009099208
AAPL-167,Equity,AAPL,Equity,USD,18469426,1511542.5139684044,-0.404600911,0.30356883153643327,0.001003181,-0.037794125,-0.002842617,-0.008637903
EUR/USD Call Option-121,FX Option,EUR/USD Call Option,FX,USD,3018634,-733421.9691,-0.088077443,0.5750466642104571,0.012464930730141665,2.589405268475156,0.025339480175764983,0.15008784872429193
EUR/USD Call Option-122,FX Option,EUR/USD Call Option,FX,USD,6662344,3203452.832939137,-1.33311239,0.21211650815496635,0.000281463,-0.217526886,-0.449939948,0.11443000324020028
Gold-135,Commodity Future,Gold,Commodity,USD,7501628,5892535.820535632,-0.971405067,0.3189019925986574,0.000453233,-0.011189324,-0.013976064,0.040126557
EUR/USD Call Option-123,FX Option,EUR/USD Call Option,FX,USD,20761701,5026145.913043529,0.3791921377580227,0.26134279653743814,-0.020585038,-0.080903495,0.10661590142674265,0.3330370548691701
Gold-136,Commodity Future,Gold,Commodity,USD,9918968,8845223.473171223,0.38365037709048094,0.3964048303365366,-0.000781334,0.1052627901760235,-0.047098002,0.022286619
USD/JPY-150,FX Forward,USD/JPY,FX,USD,929119,-2034871.817,-2.920159022,0.15661471185835735,-9.87E-05,-0.196545373,-0.00532613,-0.008069992
AAPL Call Option-148,Equity Option,AAPL Call Option,Equity,USD,32758904,-5872265.155,0.7625811197488975,0.1929666095738558,0.002011491,0.842404861,-0.050746709,-0.085622995
EUR/USD-121,FX Forward,EUR/USD,FX,USD,10386479,1018252.7989577148,0.46659095946893936,0.5223223182502055,8.48502980243897e-05,0.074028718,0.003073613,-0.03054989
EUR/USD Call Option-124,FX Option,EUR/USD Call Option,FX,USD,44533999,-7785137.596,0.6458762254536183,0.496234923,-0.014420866,1.3046397896411288,-0.239388155,0.053581961297807235
US 10Y Treasury-134,Bond,US 10Y Treasury,Rates,USD,1154853,-4222977.533,-0.017050129,0.4840543288788522,8.736134023431901e-05,0.17446055304450034,-0.00700296,-0.167399411
Bund 10Y-136,Bond,Bund 10Y,Rates,EUR,5142596,-5842238.895,0.37485689647966947,0.47400578512484276,0.00022321,0.014961048442706204,-0.00050771,-0.115714794
USD/JPY-151,FX Forward,USD/JPY,FX,USD,6524788,-2068725.664,-1.509751992,0.30269062140386843,0.001563719,-0.17968042,-0.004316203,0.08580252
EUR/USD Call Option-125,FX Option,EUR/USD Call Option,FX,USD,3486243,-7775668.5,-0.142730669,0.45088992489271446,0.006734628,-1.646124373,-0.195543459,0.13737801167556454
AAPL Call Option-149,Equity Option,AAPL Call Option,Equity,USD,43812859,-9363165.109,-0.823545844,0.2629626498296648,0.006009836,1.0992075035151725,0.067654993,-0.022582777
Gold-137,Commodity Future,Gold,Commodity,USD,42329925,3135880.092600636,-0.48217518,0.10539026910421409,0.000134855,-0.046268957,-0.034512579,0.021026975487235134
TSLA-153,Equity,TSLA,Equity,USD,37099515,2204979.5657960977,1.2102846873291544,0.2663560529068908,-0.000235997,0.1818033057338821,-0.004003655,-0.005905164
Bund 10Y-137,Bond,Bund 10Y,Rates,EUR,15544816,4167178.720773224,0.9992331299854778,0.137264674,-4.03E-05,0.015141627466324031,0.001701092,-0.124308526
AAPL Call Option-150,Equity Option,AAPL Call Option,Equity,USD,38631469,3207728.805426879,0.056706742,0.26496842434788026,0.011726286,-0.317777142,0.25929362,-0.009449354
AAPL Call Option-151,Equity Option,AAPL Call Option,Equity,USD,48769254,-7714106.377,-0.325082683,0.2135838684495876,-0.001351175,-2.800689487,-0.056942453,0.017828941
EUR/USD Call Option-126,FX Option,EUR/USD Call Option,FX,USD,16097653,-4178422.372,0.6538274458899677,0.37953836688735865,-0.006635098,-1.639565855,0.00983629,-0.03609212
USD/JPY-152,FX Forward,USD/JPY,FX,USD,1635410,-7409467.802,0.5949407561466082,0.24884722852413288,5.609408363185785e-05,-0.097909806,-0.000242406,-0.034426862
Bund 10Y-138,Bond,Bund 10Y,Rates,EUR,449760,6859448.040971264,1.1734577414524927,0.43807431485854803,0.000744836,0.012128495623912236,0.003033576,0.29729144937645025
MSFT-127,Equity,MSFT,Equity,USD,31490940,4938073.107110465,0.6672779966124581,0.3316806745762071,-0.001663342,-0.241142557,-0.02988097,0.001103485
EUR/USD-122,FX Forward,EUR/USD,FX,USD,7590526,-5969459.942,-2.76748623,0.5557207531834699,-0.000261636,0.041832155,-0.004421784,0.003016267
MSFT-128,Equity,MSFT,Equity,USD,27005373,-3173815.19,0.09623181,0.10006398944271283,0.000211346,0.4632427617812078,-0.024722858,-0.000102446
Bund 10Y-139,Bond,Bund 10Y,Rates,EUR,39481710,9332299.845284283,-0.171944844,0.42824005375273266,0.000308695,-0.037268792,-0.003822946,0.41741072837041254
MSFT-129,Equity,MSFT,Equity,USD,29679729,1883187.1575930286,-0.767716804,0.4198182826635217,0.003726321,-0.686648411,-0.007807842,0.001120326
EUR/USD Call Option-127,FX Option,EUR/USD Call Option,FX,USD,11319042,6023111.946023146,0.13771927023477643,0.5728446010769853,0.06033103,-4.011749988,-0.000351992,-0.005602474
AAPL-168,Equity,AAPL,Equity,USD,396177,-4708179.305,0.094048707,0.25435352687400886,-0.000581272,0.05616943,-0.001230209,0.001250213
Gold-138,Commodity Future,Gold,Commodity,USD,34833850,-5798941.596,-0.317153429,0.21799088334168926,0.00058907,-0.073399759,-0.033601435,-0.026380089
AAPL-169,Equity,AAPL,Equity,USD,1094199,5678338.576930968,1.5428446118256525,0.1448163943175111,0.001485149,0.5769686798265833,-0.03366297,0.002983177
WTI Crude Oil-147,Commodity Future,WTI Crude Oil,Commodity,USD,18796614,3717449.104628803,0.4102172448894242,0.19590868344541146,0.000764891,-0.25393705,-0.011620968,0.016053282549968746
MSFT-130,Equity,MSFT,Equity,USD,6816487,3619558.5842352733,0.44204547177668624,0.3260399250153262,-0.001074644,-0.612312017,-0.005737396,-0.02473916
WTI Crude Oil-148,Commodity Future,WTI Crude Oil,Commodity,USD,49403116,1052691.6365838777,0.19507505478863282,0.5107421290779873,-0.000631062,-0.068071597,-0.025955084,0.015195899259185392
TSLA-154,Equity,TSLA,Equity,USD,38788215,1271566.8555309772,1.2551883151107073,0.2063576319143527,0.000270792,0.18547397155769996,-0.008880058,-0.004697299
US 10Y Treasury-135,Bond,US 10Y Treasury,Rates,USD,28688402,4713950.106125075,-0.645922683,0.1367581641615648,0.00013688,0.051703582642388606,-0.003068761,0.4647690745808586
TSLA-155,Equity,TSLA,Equity,USD,18062838,-4599950.378,1.2453685142291162,0.1996706590907928,-0.000822241,0.5255131309490871,-0.012413271,-0.010644647
Bund 10Y-140,Bond,Bund 10Y,Rates,EUR,37847339,-2944630.683,-0.12037908,0.10550983626566651,0.00010591,0.033881906,-0.000690796,-0.479526718
AAPL Call Option-152,Equity Option,AAPL Call Option,Equity,USD,6730064,7432735.410401102,1.2186103875182706,0.5596824789693978,-0.012701479,0.056760511,-0.228095501,-0.034548508
Gold-139,Commodity Future,Gold,Commodity,USD,34199933,-3822695.98,1.4584749,0.5299432836122359,0.001264349,-0.102968643,-0.003446005,-0.01375801
MSFT-131,Equity,MSFT,Equity,USD,30762747,926191.4275859799,0.5348804705956371,0.21967044434183375,0.000976137,-0.195395045,-0.018156948,0.018019705627691465
USD/JPY-153,FX Forward,USD/JPY,FX,USD,29208395,4052789.2801336814,-0.500222621,0.18584329876252687,0.000234584,0.073850791,-0.011174408,0.036209852
US 10Y Treasury-136,Bond,US 10Y Treasury,Rates,USD,22076255,9998496.536663529,0.191111781,0.5479685227357035,0.000645752,0.006226611,-0.005161353,-0.187974586
EUR/USD-123,FX Forward,EUR/USD,FX,USD,44055276,-1294173.37,0.46942509049461767,0.050974573,1.6939292956683013e-05,-0.126232118,-0.004464032,0.071583376
EUR/USD-124,FX Forward,EUR/USD,FX,USD,5667768,-1438142.468,-1.70572009,0.38031764039524063,0.000280798,-0.048832015,-0.005032594,0.003144814
EUR/USD-125,FX Forward,EUR/USD,FX,USD,7064587,6851767.5886733495,-0.344684183,0.5538020685201187,0.001607032,-0.224090909,-0.006903116,0.003356714
MSFT-132,Equity,MSFT,Equity,USD,13504397,6110062.225197265,-0.661246301,0.32970661889849395,-0.000639424,0.14022882384688684,-0.000574682,-0.012396173
EUR/USD-126,FX Forward,EUR/USD,FX,USD,4739596,4621517.635,1.6900192787366344,0.051631828,-4.48E-05,0.053065023,-0.005292425,0.048471391001326046
EUR/USD Call Option-128,FX Option,EUR/USD Call Option,FX,USD,49521189,-735407.2518,1.3891724368510323,0.17037928616183562,-0.010280194,0.9574946661777127,-0.423502911,0.065462555
AAPL-170,Equity,AAPL,Equity,USD,3565495,-3521217.597,-0.688344049,0.5573428766405637,0.005119234,-0.37950686,-0.024688387,0.015286364
US 10Y Treasury-137,Bond,US 10Y Treasury,Rates,USD,26344114,2174609.6516969725,-0.293537133,0.059362333298906084,-3.45E-05,-0.016429961,-0.001432255,-0.024602192
AAPL-171,Equity,AAPL,Equity,USD,16099346,7524465.8626328185,-1.280464549,0.26712887133476076,0.001435922,-0.069984338,-0.005149711,0.009548867
AAPL Call Option-153,Equity Option,AAPL Call Option,Equity,USD,29777320,7675549.164171729,0.2383922104034175,0.48435959948313795,0.006029733,-3.183219896,-0.264893318,-0.124078552
US 10Y Treasury-138,Bond,US 10Y Treasury,Rates,USD,8844047,-7830033.099,0.5078663633060426,0.5109500465267518,0.000306622,-0.026391986,0.000175035,0.4042922178865803
AAPL-172,Equity,AAPL,Equity,USD,4306330,-1432994.324,1.8268757403941518,0.3126843629457685,-0.000359303,-0.069401373,0.011196459276573862,-0.012680562
US 10Y Treasury-139,Bond,US 10Y Treasury,Rates,USD,49938949,-705560.876,-0.747543188,0.17786606345306888,3.6229094840815817e-06,0.005607767,-0.000858913,0.12585214606917633
AAPL Call Option-154,Equity Option,AAPL Call Option,Equity,USD,42332028,9552307.350475065,0.7714760426133089,0.3798375947273874,0.021045049,-1.082013849,-0.271991817,0.047370679
WTI Crude Oil-149,Commodity Future,WTI Crude Oil,Commodity,USD,44492751,3559960.3048516903,-0.112204346,0.1950779173565158,0.000147339,0.3344895624747248,-0.017950453,0.028424124374560236
EUR/USD Call Option-129,FX Option,EUR/USD Call Option,FX,USD,16037214,-1855071.655,-0.545919397,0.19039534189775398,-0.008095337,1.0474049816417486,-0.190919464,-0.080281282
MSFT-133,Equity,MSFT,Equity,USD,32820196,-9478842.28,-0.311601064,0.49417986986835716,-6.72E-05,-0.201655919,-0.012923746,0.000858446
MSFT-134,Equity,MSFT,Equity,USD,19431509,1307703.2019839194,-0.72710102,0.13484620941313719,-0.000823533,-0.16511175,0.003933597,0.006926655
EUR/USD-127,FX Forward,EUR/USD,FX,USD,41589577,-8078480.487,0.5753945513673555,0.053036813,6.65142173262508e-05,-0.025228795,-0.000447959,0.022244543
EUR/USD Call Option-130,FX Option,EUR/USD Call Option,FX,USD,26890262,6688999.146955261,0.026892841,0.235226369,0.011431441368687973,0.8820596032575264,0.14445698714155744,0.048946563
TSLA-156,Equity,TSLA,Equity,USD,22467788,5050373.211407242,1.216321504706116,0.32003567524726645,0.000519464,0.268869338,-0.011190963,-0.013571743
EUR/USD-128,FX Forward,EUR/USD,FX,USD,10997788,-789816.8018,-0.593604992,0.437794216,0.001390624,0.1530177928423718,-0.002001052,-0.001137258
Bund 10Y-141,Bond,Bund 10Y,Rates,EUR,30741113,-1415784.409,-1.099877833,0.47961339168235867,0.000778068,0.028200748406824457,-0.000969592,0.8079983621034347
EUR/USD Call Option-131,FX Option,EUR/USD Call Option,FX,USD,5931398,7946779.311375372,-0.765469026,0.4149355661234965,-0.001429859,0.8803111311170355,0.034795605678637265,0.061816345803086585
AAPL-173,Equity,AAPL,Equity,USD,18884924,-4230832.992,0.37162723842252054,0.3945798841743096,0.002239884,-0.342120581,-0.009815053,0.005112511
US 10Y Treasury-140,Bond,US 10Y Treasury,Rates,USD,26568851,-5019600.758,-0.864367053,0.41616179727568925,-6.86E-05,-0.016386097,-0.003777586,0.11998914576984386
TSLA-157,Equity,TSLA,Equity,USD,30287141,8783948.657,-0.71883116,0.19933958466960444,0.000251433,0.047591251,-0.021498086,-0.015460013
EUR/USD Call Option-132,FX Option,EUR/USD Call Option,FX,USD,16075814,6184916.735069653,0.4507035822401932,0.26029872763051226,-0.001880694,0.8140459303143684,0.2016618572573118,0.16483047
AAPL Call Option-155,Equity Option,AAPL Call Option,Equity,USD,8928452,6412511.861343892,-1.070617786,0.3890400755497604,0.003413482,-1.972308074,-0.281031981,0.10482043835738374
Bund 10Y-142,Bond,Bund 10Y,Rates,EUR,30728404,-6096123.714,0.5215394947994431,0.086063863,-9.38E-05,0.025691241995417207,-0.00684461,0.1715328343477357
AAPL Call Option-156,Equity Option,AAPL Call Option,Equity,USD,17164465,-7134080.171,0.29294726511273034,0.2124289425373206,-0.000951535,1.7197897198294958,0.13974940508602243,0.038192414
MSFT-135,Equity,MSFT,Equity,USD,41860726,-9479409.004,-0.554200751,0.27353041961670915,-0.001580091,-0.487530447,-0.000552191,0.007600702
MSFT-136,Equity,MSFT,Equity,USD,6905995,-5259169.822,-0.016065515,0.34339237556966473,0.002764997,-0.57474148,-0.000799333,-0.005012169
EUR/USD-129,FX Forward,EUR/USD,FX,USD,21402821,5483809.834286494,-0.564506214,0.31756515904852856,-0.000260723,-0.185177976,0.002464489,0.011407484843497226
AAPL-174,Equity,AAPL,Equity,USD,33031514,-5199231.625,-0.368437122,0.44497253298469647,4.536349240627684e-05,-0.332608658,-0.01887224,-0.013204517
TSLA-158,Equity,TSLA,Equity,USD,47281184,4582065.671897523,-0.299642321,0.3103846714790536,-0.00221841,0.1046028054165147,-0.024560046,0.009325593
Gold-140,Commodity Future,Gold,Commodity,USD,1497955,-4961834.693,0.044146114,0.5472714911037438,-0.000983428,0.36116323147842266,-0.003308369,-0.041096664
Bund 10Y-143,Bond,Bund 10Y,Rates,EUR,28113358,-2094150.041,-0.038476736,0.2591750881838295,0.00015679,0.047378479,-0.00270122,-0.116434134
Bund 10Y-144,Bond,Bund 10Y,Rates,EUR,29245634,9663245.798228167,-0.430099648,0.33895443839688594,-0.000659028,-0.010635293,-0.001206506,-0.808095292
EUR/USD Call Option-133,FX Option,EUR/USD Call Option,FX,USD,48527738,-5103765.374,-0.761666037,0.051765714,0.001066413,-0.663157419,-0.016859646,0.091323705
EUR/USD-130,FX Forward,EUR/USD,FX,USD,36674011,-2472587.454,2.505304651040957,0.22076287604540412,-0.000163911,0.228430539,-0.004802352,0.032445438
MSFT-137,Equity,MSFT,Equity,USD,9195769,-3978256.391,-1.072775319,0.5266151375226957,0.005781932,0.3202562459180433,0.001403552,0.000833754
EUR/USD-131,FX Forward,EUR/USD,FX,USD,4750291,-7807500.273,-0.15333613,0.23346701702796036,0.000366302,0.064524852,-0.013521223,0.021295020082686383
US 10Y Treasury-141,Bond,US 10Y Treasury,Rates,USD,42124187,-202117.1574,0.7317403367576809,0.1892524833328541,0.000191057,-0.012989419,-0.0012756,0.1233617724977471
EUR/USD Call Option-134,FX Option,EUR/USD Call Option,FX,USD,24527527,-2426186.733,0.8092308787378286,0.3489453293432218,0.00773354,-0.899841799,0.021166381,0.17647380351203973
